STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,DISABILITY,Disability,EDUCATION,Education level,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment,CONF_STATUS,Confidentiality status
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,_T,No breakdown by disability,0,Early childhood education,2020,,536,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,_T,No breakdown by disability,1,Primary education,2020,,1731,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,_T,No breakdown by disability,2,Lower secondary education,2020,,7687,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,_T,No breakdown by disability,3,Upper secondary education,2020,,13191,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,_T,No breakdown by disability,4,Post-secondary non-tertiary education,2020,,601,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,_T,No breakdown by disability,5-8,Tertiary education,2020,,1239,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,_T,No breakdown by disability,9,Level not stated,2020,,507,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PD,Persons with disability,_T,All education levels,2020,,1024,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PD,Persons with disability,0,Early childhood education,2020,,86,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PD,Persons with disability,1,Primary education,2020,,138,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PD,Persons with disability,2,Lower secondary education,2020,,458,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PD,Persons with disability,3,Upper secondary education,2020,,285,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PD,Persons with disability,4,Post-secondary non-tertiary education,2020,,18,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PD,Persons with disability,5-8,Tertiary education,2020,,17,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PD,Persons with disability,9,Level not stated,2020,,22,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PWD,Persons without disability,_T,All education levels,2020,,24468,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PWD,Persons without disability,0,Early childhood education,2020,,450,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PWD,Persons without disability,1,Primary education,2020,,1593,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PWD,Persons without disability,2,Lower secondary education,2020,,7229,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PWD,Persons without disability,3,Upper secondary education,2020,,12906,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PWD,Persons without disability,4,Post-secondary non-tertiary education,2020,,583,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PWD,Persons without disability,5-8,Tertiary education,2020,,1222,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,U,Urban,PWD,Persons without disability,9,Level not stated,2020,,485,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,_T,No breakdown by disability,_T,All education levels,2020,,16513,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,_T,No breakdown by disability,0,Early childhood education,2020,,400,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,_T,No breakdown by disability,1,Primary education,2020,,1789,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,_T,No breakdown by disability,2,Lower secondary education,2020,,7073,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,_T,No breakdown by disability,3,Upper secondary education,2020,,6517,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,_T,No breakdown by disability,4,Post-secondary non-tertiary education,2020,,221,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,_T,No breakdown by disability,5-8,Tertiary education,2020,,311,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,_T,No breakdown by disability,9,Level not stated,2020,,202,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PD,Persons with disability,_T,All education levels,2020,,830,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PD,Persons with disability,0,Early childhood education,2020,,111,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PD,Persons with disability,1,Primary education,2020,,161,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PD,Persons with disability,2,Lower secondary education,2020,,353,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PD,Persons with disability,3,Upper secondary education,2020,,178,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PD,Persons with disability,4,Post-secondary non-tertiary education,2020,,7,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PD,Persons with disability,5-8,Tertiary education,2020,,8,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PD,Persons with disability,9,Level not stated,2020,,12,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PWD,Persons without disability,_T,All education levels,2020,,15683,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PWD,Persons without disability,0,Early childhood education,2020,,289,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PWD,Persons without disability,1,Primary education,2020,,1628,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PWD,Persons without disability,2,Lower secondary education,2020,,6720,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PWD,Persons without disability,3,Upper secondary education,2020,,6339,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PWD,Persons without disability,4,Post-secondary non-tertiary education,2020,,214,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PWD,Persons without disability,5-8,Tertiary education,2020,,303,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y25T54,25-54,R,Rural,PWD,Persons without disability,9,Level not stated,2020,,190,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,_T,All education levels,2020,,6955,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,0,Early childhood education,2020,,340,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,1,Primary education,2020,,1444,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2,Lower secondary education,2020,,3934,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,3,Upper secondary education,2020,,767,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,4,Post-secondary non-tertiary education,2020,,82,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,5-8,Tertiary education,2020,,223,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,9,Level not stated,2020,,165,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PD,Persons with disability,_T,All education levels,2020,,1069,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PD,Persons with disability,0,Early childhood education,2020,,108,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PD,Persons with disability,1,Primary education,2020,,266,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PD,Persons with disability,2,Lower secondary education,2020,,554,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PD,Persons with disability,3,Upper secondary education,2020,,98,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PD,Persons with disability,5-8,Tertiary education,2020,,24,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PD,Persons with disability,9,Level not stated,2020,,18,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PWD,Persons without disability,_T,All education levels,2020,,5886,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PWD,Persons without disability,0,Early childhood education,2020,,232,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PWD,Persons without disability,1,Primary education,2020,,1178,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PWD,Persons without disability,2,Lower secondary education,2020,,3380,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PWD,Persons without disability,3,Upper secondary education,2020,,669,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PWD,Persons without disability,4,Post-secondary non-tertiary education,2020,,81,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_EDUCATION(1.0),"Education Attainment by country age, sex, urbanisation, and disability status",I,A,Annual,KI,Kiribati,POPCNT,Population,_T,Total,Y55T64,55-64,_T,National,PWD,Persons without disability,5-8,Tertiary education,2020,,199,,N,units,,,,,,,,,,
